,symbol,title,actual,forecast,previous,datetime,preceding_price
68294,JPY,Trade Balance,97.23,430000000000.0,1050000000000.0,2007-03-21 19:50:00,0.0
68293,JPY,BSI Manufacturing Index,89.69,6.0,7.1,2007-03-21 19:50:00,0.0
68280,JPY,All Industries Activity m/m,60.47,0.006999999999999999,0.0,2007-03-22 19:50:00,0.0
68274,EUR,Belgian NBB Business Climate,93.85,2.9,3.5,2007-03-22 10:00:00,0.0
68252,JPY,SPPI y/y,56.94,0.006,0.006,2007-03-26 19:50:00,0.0
68233,JPY,Retail Sales y/y,42.51,0.001,-0.009000000000000001,2007-03-28 19:50:00,0.0
68217,JPY,Average Cash Earnings y/y,61.7,-0.004,-0.012,2007-03-29 21:30:00,0.0
68215,JPY,Prelim Industrial Production m/m,63.59,-0.01,-0.017,2007-03-29 19:50:00,0.0
68214,JPY,Household Spending y/y,62.92,0.006999999999999999,0.006,2007-03-29 19:30:00,0.0
68213,JPY,Unemployment Rate,33.33,0.04,0.04,2007-03-29 19:30:00,0.0
68212,JPY,National Core CPI y/y,41.38,-0.001,0.0,2007-03-29 19:30:00,0.0
68211,JPY,Final Manufacturing PMI,85.71,,53.0,2007-03-29 19:30:00,0.0
68210,JPY,Tokyo Core CPI y/y,44.0,0.0,0.0,2007-03-29 19:30:00,0.0
68173,JPY,Tankan Non-Manufacturing Index,94.64,23.0,22.0,2007-04-01 19:50:00,0.0
68172,JPY,Tankan Manufacturing Index,100.0,24.0,25.0,2007-04-01 19:50:00,0.0
68170,JPY,10-y Bond Auction,56.54,,2.785,2007-04-02 23:45:00,0.0
68167,JPY,Monetary Base y/y,1.54,-0.22,-0.21100000000000002,2007-04-02 19:50:00,0.0
68107,JPY,Overnight Call Rate,100.0,0.005,0.005,2007-04-09 23:23:00,0.0
68094,JPY,M2 Money Stock y/y,10.81,0.01,0.011000000000000001,2007-04-10 19:50:00,0.0
68093,JPY,Current Account,78.74,1650000000000.0,1850000000000.0,2007-04-10 19:50:00,0.0
68092,JPY,Bank Lending y/y,58.93,,0.013000000000000001,2007-04-10 19:50:00,0.0
68091,JPY,Core Machinery Orders m/m,59.09,-0.004,0.039,2007-04-10 19:50:00,0.0
68074,JPY,PPI y/y,64.56,0.019,0.017,2007-04-11 19:50:00,0.0
68037,JPY,30-y Bond Auction,56.49,,2.84,2007-04-16 23:45:00,0.0
67995,JPY,Tertiary Industry Activity m/m,71.59,-0.002,0.004,2007-04-18 19:50:00,0.0
67981,JPY,All Industries Activity m/m,55.81,-0.003,-0.002,2007-04-19 19:50:00,0.0
67954,JPY,SPPI y/y,54.17,0.002,0.004,2007-04-23 19:50:00,0.0
67951,JPY,Trade Balance,82.7,950000000000.0,630000000000.0,2007-04-24 19:50:00,0.0
67914,JPY,Retail Sales y/y,45.89,0.003,-0.002,2007-04-26 19:50:00,0.0
67913,JPY,Prelim Industrial Production m/m,74.65,0.01,0.006999999999999999,2007-04-26 19:50:00,0.0
67912,JPY,Unemployment Rate,33.33,0.04,0.04,2007-04-26 19:30:00,0.0
67911,JPY,National Core CPI y/y,39.66,-0.002,-0.001,2007-04-26 19:30:00,0.0
67910,JPY,Household Spending y/y,66.85,0.008,0.013000000000000001,2007-04-26 19:30:00,0.0
67909,JPY,Final Manufacturing PMI,83.78,,52.5,2007-04-26 19:30:00,0.0
67908,JPY,Tokyo Core CPI y/y,42.0,0.0,-0.001,2007-04-26 19:30:00,0.0
67878,JPY,Average Cash Earnings y/y,63.83,-0.004,-0.01,2007-04-30 21:30:00,0.0
67858,JPY,Monetary Base y/y,4.1,-0.14,-0.191,2007-05-01 19:50:00,0.0
67791,JPY,10-y Bond Auction,40.96,,2.38,2007-05-07 23:45:00,0.0
67763,JPY,M2 Money Stock y/y,10.81,0.011000000000000001,0.011000000000000001,2007-05-09 19:50:00,0.0
67762,JPY,Bank Lending y/y,53.57,,0.01,2007-05-09 19:50:00,0.0
67711,JPY,PPI y/y,66.46,0.017,0.02,2007-05-13 19:50:00,0.0
67710,JPY,Current Account,67.66,2100000000000.0,1480000000000.0,2007-05-13 19:50:00,0.0
67705,JPY,Core Machinery Orders m/m,36.11,0.016,-0.052000000000000005,2007-05-14 19:50:00,0.0
67670,JPY,Overnight Call Rate,100.0,0.005,0.005,2007-05-16 23:30:00,0.0
67664,JPY,Prelim GDP Price Index y/y,37.1,-0.004,-0.005,2007-05-16 19:50:00,0.0
67663,JPY,Prelim GDP q/q,94.44,0.006999999999999999,0.013000000000000001,2007-05-16 19:50:00,0.0
67644,JPY,Tertiary Industry Activity m/m,78.41,-0.006999999999999999,0.01,2007-05-17 19:50:00,0.0
67608,JPY,All Industries Activity m/m,81.4,-0.002,0.009000000000000001,2007-05-22 19:50:00,0.0
67600,JPY,Trade Balance,99.65,850000000000.0,1120000000000.0,2007-05-23 19:50:00,0.0
67588,JPY,National Core CPI y/y,36.21,-0.001,-0.003,2007-05-24 19:30:00,0.0
67587,JPY,Tokyo Core CPI y/y,44.0,0.0,0.0,2007-05-24 19:30:00,0.0
67564,JPY,SPPI y/y,56.94,0.006,0.006,2007-05-27 19:50:00,0.0
67563,JPY,Retail Sales y/y,43.48,-0.003,-0.006999999999999999,2007-05-28 19:50:00,0.0
67561,JPY,Unemployment Rate,33.33,0.04,0.04,2007-05-28 19:30:00,0.0
67560,JPY,Household Spending y/y,60.11,0.001,0.001,2007-05-28 19:30:00,0.0
67552,JPY,Prelim Industrial Production m/m,70.05,0.005,-0.003,2007-05-29 19:50:00,0.0
67540,JPY,Average Cash Earnings y/y,73.4,0.001,-0.001,2007-05-30 21:30:00,0.0
67536,JPY,Final Manufacturing PMI,83.01,,52.3,2007-05-30 19:30:00,0.0
67474,JPY,Monetary Base y/y,12.95,-0.065,-0.122,2007-06-03 19:50:00,0.0
67472,JPY,Capital Spending q/y,100.0,0.1,0.168,2007-06-03 19:50:00,0.0
67471,JPY,10-y Bond Auction,58.08,,2.825,2007-06-04 23:45:00,0.0
67421,JPY,M2 Money Stock y/y,10.81,0.012,0.011000000000000001,2007-06-07 19:50:00,0.0
67420,JPY,Bank Lending y/y,51.79,,0.009000000000000001,2007-06-07 19:50:00,0.0
67419,JPY,Core Machinery Orders m/m,37.88,0.045,-0.045,2007-06-07 19:50:00,0.0
67392,JPY,Final GDP q/q,83.64,0.008,0.006,2007-06-10 19:50:00,0.0
67391,JPY,Final GDP Price Index y/y,43.75,-0.002,-0.002,2007-06-10 19:50:00,0.0
67384,JPY,PPI y/y,68.35,0.02,0.023,2007-06-11 19:50:00,0.0
67368,JPY,Current Account,95.81,2000000000000.0,2420000000000.0,2007-06-12 19:50:00,0.0
67327,JPY,Overnight Call Rate,100.0,0.005,0.005,2007-06-14 23:18:00,0.0
67326,JPY,Tertiary Industry Activity m/m,45.45,0.013999999999999999,-0.019,2007-06-14 19:50:00,0.0
67277,JPY,All Industries Activity m/m,27.91,0.01,-0.013999999999999999,2007-06-19 19:50:00,0.0
67275,JPY,BSI Manufacturing Index,81.1,-1.9,0.1,2007-06-19 19:50:00,0.0
67262,JPY,Trade Balance,97.92,920000000000.0,1070000000000.0001,2007-06-20 19:50:00,0.0
67231,JPY,SPPI y/y,62.5,0.013000000000000001,0.01,2007-06-25 19:50:00,0.0
67226,JPY,Retail Sales y/y,43.48,-0.006,-0.006999999999999999,2007-06-26 19:50:00,0.0
67213,JPY,Prelim Industrial Production m/m,70.51,0.009000000000000001,-0.002,2007-06-27 19:50:00,0.0
67202,JPY,Unemployment Rate,27.78,0.039,0.038,2007-06-28 19:30:00,0.0
67201,JPY,National Core CPI y/y,39.66,-0.001,-0.001,2007-06-28 19:30:00,0.0
67200,JPY,Household Spending y/y,65.73,0.005,0.011000000000000001,2007-06-28 19:30:00,0.0
67199,JPY,Final Manufacturing PMI,79.54,,51.4,2007-06-28 19:30:00,0.0
67198,JPY,Tokyo Core CPI y/y,44.0,0.001,0.0,2007-06-28 19:30:00,0.0
67156,JPY,Average Cash Earnings y/y,72.34,0.002,-0.002,2007-07-01 21:30:00,0.0
67153,JPY,Tankan Non-Manufacturing Index,94.64,22.0,22.0,2007-07-01 19:50:00,0.0
67152,JPY,Tankan Manufacturing Index,97.59,23.0,23.0,2007-07-01 19:50:00,0.0
67150,JPY,10-y Bond Auction,53.46,,2.705,2007-07-02 23:45:00,0.0
67146,JPY,Monetary Base y/y,21.28,-0.04,-0.057,2007-07-02 19:50:00,0.0
67082,JPY,M2 Money Stock y/y,18.92,0.013999999999999999,0.013999999999999999,2007-07-08 19:50:00,0.0
67081,JPY,Bank Lending y/y,51.79,,0.009000000000000001,2007-07-08 19:50:00,0.0
67080,JPY,Core Machinery Orders m/m,54.8,0.018000000000000002,0.022000000000000002,2007-07-08 19:50:00,0.0
67063,JPY,PPI y/y,67.72,0.022000000000000002,0.022000000000000002,2007-07-10 19:50:00,0.0
67062,JPY,Current Account,91.62,1990000000000.0,2280000000000.0,2007-07-10 19:50:00,0.0
67048,JPY,Overnight Call Rate,100.0,0.005,0.005,2007-07-11 23:55:00,0.0
67005,JPY,Tertiary Industry Activity m/m,85.23,0.002,0.016,2007-07-16 19:50:00,0.0
66995,JPY,30-y Bond Auction,75.0,,3.325,2007-07-17 23:45:00,0.0
66972,JPY,All Industries Activity m/m,88.37,0.002,0.012,2007-07-18 19:50:00,0.0
66925,JPY,Trade Balance,88.58,850000000000.0,800000000000.0,2007-07-24 19:50:00,1.0
66911,JPY,SPPI y/y,68.06,0.013999999999999999,0.013999999999999999,2007-07-25 19:50:00,0.0
66903,JPY,Retail Sales y/y,47.34,0.005,0.001,2007-07-26 19:50:00,1.0
66902,JPY,National Core CPI y/y,39.66,-0.001,-0.001,2007-07-26 19:30:00,1.0
66901,JPY,Tokyo Core CPI y/y,42.0,-0.001,-0.001,2007-07-26 19:30:00,1.0
66877,JPY,Prelim Industrial Production m/m,70.05,0.008,-0.003,2007-07-29 19:50:00,0.0
66875,JPY,Average Cash Earnings y/y,72.34,0.001,-0.002,2007-07-30 21:30:00,-1.0
66872,JPY,Unemployment Rate,27.78,0.038,0.038,2007-07-30 19:30:00,-1.0
66871,JPY,Household Spending y/y,61.8,0.006,0.004,2007-07-30 19:30:00,-1.0
66870,JPY,Final Manufacturing PMI,75.68,,50.4,2007-07-30 19:30:00,-1.0
66839,JPY,10-y Bond Auction,37.5,,2.29,2007-08-01 23:45:00,0.0
66838,JPY,Monetary Base y/y,23.33,-0.035,-0.040999999999999995,2007-08-01 19:50:00,0.0
66779,JPY,M2 Money Stock y/y,29.73,0.018000000000000002,0.018000000000000002,2007-08-07 19:50:00,0.0
66778,JPY,Bank Lending y/y,48.21,,0.006999999999999999,2007-08-07 19:50:00,0.0
66777,JPY,Core Machinery Orders m/m,64.14,-0.01,0.059000000000000004,2007-08-07 19:50:00,0.0
66750,JPY,PPI y/y,68.35,0.022000000000000002,0.023,2007-08-09 19:50:00,1.0
66727,JPY,Current Account,90.12,2190000000000.0,2230000000000.0,2007-08-12 19:50:00,-1.0
66726,JPY,Prelim GDP Price Index y/y,40.32,-0.004,-0.003,2007-08-12 19:50:00,-1.0
66725,JPY,Prelim GDP q/q,85.19,0.002,0.008,2007-08-12 19:50:00,-1.0
66721,JPY,Tertiary Industry Activity m/m,65.91,-0.002,-0.001,2007-08-13 19:50:00,0.0
66645,JPY,All Industries Activity m/m,53.49,0.003,-0.003,2007-08-20 19:50:00,0.0
66637,JPY,Trade Balance,89.27,760000000000.0,820000000000.0,2007-08-21 19:50:00,0.0
66627,JPY,Overnight Call Rate,100.0,0.005,0.005,2007-08-22 23:35:00,-1.0
66622,JPY,SPPI y/y,69.44,0.015,0.015,2007-08-23 19:50:00,0.0
66578,JPY,Retail Sales y/y,44.93,-0.009000000000000001,-0.004,2007-08-29 19:50:00,-1.0
66570,JPY,Prelim Industrial Production m/m,77.42,-0.004,0.013000000000000001,2007-08-30 19:50:00,0.0
66569,JPY,Unemployment Rate,25.0,0.037000000000000005,0.037000000000000005,2007-08-30 19:30:00,0.0
66568,JPY,National Core CPI y/y,39.66,-0.001,-0.001,2007-08-30 19:30:00,0.0
66567,JPY,Household Spending y/y,60.11,0.002,0.001,2007-08-30 19:30:00,0.0
66566,JPY,Tokyo Core CPI y/y,42.0,-0.001,-0.001,2007-08-30 19:30:00,0.0
66565,JPY,Final Manufacturing PMI,70.27,,49.0,2007-08-30 19:30:00,0.0
66525,JPY,Average Cash Earnings y/y,64.89,-0.005,-0.009000000000000001,2007-09-02 21:30:00,0.0
66520,JPY,Capital Spending q/y,92.4,-0.023,0.136,2007-09-02 19:50:00,1.0
66517,JPY,10-y Bond Auction,36.15,,2.255,2007-09-03 23:45:00,0.0
66515,JPY,Monetary Base y/y,25.64,0.0,-0.023,2007-09-03 19:50:00,0.0
66439,JPY,M2 Money Stock y/y,35.14,0.02,0.02,2007-09-09 19:50:00,0.0
66438,JPY,Final GDP Price Index y/y,42.19,-0.003,-0.003,2007-09-09 19:50:00,0.0
66437,JPY,Bank Lending y/y,41.07,,0.003,2007-09-09 19:50:00,0.0
66436,JPY,Final GDP q/q,74.55,-0.002,0.001,2007-09-09 19:50:00,0.0
66431,JPY,Core Machinery Orders m/m,22.98,0.052000000000000005,-0.10400000000000001,2007-09-10 19:50:00,0.0
66416,JPY,PPI y/y,67.09,0.017,0.021,2007-09-11 19:50:00,0.0
66415,JPY,Current Account,84.73,1900000000000.0,2049999999999.9998,2007-09-11 19:50:00,0.0
66345,JPY,Tertiary Industry Activity m/m,68.18,-0.004,0.001,2007-09-17 19:50:00,0.0
66320,JPY,BSI Manufacturing Index,78.28,1.0,-2.2,2007-09-19 19:50:00,0.0
66300,JPY,All Industries Activity m/m,65.12,-0.003,0.002,2007-09-20 19:50:00,0.0
66270,JPY,SPPI y/y,68.06,0.016,0.013999999999999999,2007-09-24 19:50:00,0.0
66261,JPY,Trade Balance,91.35,740000000000.0,880000000000.0,2007-09-25 19:50:00,0.0
66234,JPY,Retail Sales y/y,35.75,-0.005,-0.023,2007-09-27 19:50:00,0.0
66233,JPY,Unemployment Rate,22.22,0.036000000000000004,0.036000000000000004,2007-09-27 19:30:00,0.0
66232,JPY,Final Manufacturing PMI,72.59,,49.6,2007-09-27 19:30:00,0.0
66231,JPY,Prelim Industrial Production m/m,69.59,0.03,-0.004,2007-09-27 19:50:00,0.0
66230,JPY,National Core CPI y/y,39.66,-0.001,-0.001,2007-09-27 19:30:00,0.0
66229,JPY,Household Spending y/y,58.99,0.011000000000000001,-0.001,2007-09-27 19:30:00,0.0
66228,JPY,Tokyo Core CPI y/y,44.0,0.0,0.0,2007-09-27 19:30:00,0.0
66188,JPY,Average Cash Earnings y/y,56.38,-0.002,-0.017,2007-09-30 21:30:00,0.0
66185,JPY,Tankan Non-Manufacturing Index,94.64,21.0,22.0,2007-09-30 19:50:00,0.0
66184,JPY,Tankan Manufacturing Index,97.59,21.0,23.0,2007-09-30 19:50:00,0.0
66180,JPY,10-y Bond Auction,35.0,,2.2249999999999996,2007-10-01 23:45:00,0.0
66177,JPY,Monetary Base y/y,29.49,0.002,0.006999999999999999,2007-10-01 19:50:00,0.0
66073,JPY,M2 Money Stock y/y,29.73,0.018000000000000002,0.018000000000000002,2007-10-10 19:50:00,0.0
66072,JPY,Current Account,75.75,2240000000000.0,1750000000000.0,2007-10-10 19:50:00,0.0
66071,JPY,Bank Lending y/y,44.64,,0.005,2007-10-10 19:50:00,0.0
66070,JPY,Core Machinery Orders m/m,92.17,-0.055,0.17,2007-10-10 19:50:00,0.0
66057,JPY,PPI y/y,66.46,0.019,0.02,2007-10-11 19:50:00,0.0
66022,JPY,30-y Bond Auction,58.4,,2.89,2007-10-15 23:45:00,0.0
66012,JPY,Tertiary Industry Activity m/m,62.5,0.01,-0.004,2007-10-16 19:50:00,0.0
65979,JPY,All Industries Activity m/m,55.81,0.011000000000000001,-0.002,2007-10-18 19:50:00,0.0
65939,JPY,Trade Balance,100.0,930000000000.0,1130000000000.0,2007-10-23 19:50:00,0.0
65922,JPY,SPPI y/y,62.5,0.01,0.01,2007-10-24 19:50:00,0.0
65914,EUR,Belgian NBB Business Climate,88.5,1.3,1.5,2007-10-24 10:00:00,0.0
65909,JPY,Prelim Industrial Production m/m,87.56,-0.013000000000000001,0.035,2007-10-25 19:50:00,0.0
65908,JPY,National Core CPI y/y,39.66,-0.001,-0.001,2007-10-25 19:30:00,0.0
65907,JPY,Tokyo Core CPI y/y,42.0,0.0,-0.001,2007-10-25 19:30:00,0.0
65884,JPY,Retail Sales y/y,49.28,-0.006,0.005,2007-10-28 19:50:00,0.0
65882,JPY,Unemployment Rate,27.78,0.038,0.038,2007-10-29 19:30:00,0.0
65881,JPY,Household Spending y/y,68.54,0.012,0.016,2007-10-29 19:30:00,0.0
65877,JPY,Overnight Call Rate,100.0,0.005,0.005,2007-10-30 23:43:00,0.0
65875,JPY,Average Cash Earnings y/y,80.85,0.002,0.006,2007-10-30 21:30:00,0.0
65871,JPY,Final Manufacturing PMI,73.36,,49.8,2007-10-30 19:15:00,0.0
65860,JPY,10-y Bond Auction,33.65,,2.19,2007-10-31 23:45:00,0.0
65831,JPY,Monetary Base y/y,29.49,0.006,0.006999999999999999,2007-11-01 19:50:00,0.0
65759,JPY,M2 Money Stock y/y,27.03,0.017,0.017,2007-11-07 19:50:00,0.0
65758,JPY,Bank Lending y/y,46.43,,0.006,2007-11-07 19:50:00,0.0
65757,JPY,Core Machinery Orders m/m,29.8,-0.02,-0.077,2007-11-07 19:50:00,0.0
65706,JPY,PPI y/y,64.56,0.022000000000000002,0.017,2007-11-11 19:50:00,1.0
65705,JPY,Current Account,88.92,2100000000000.0,2190000000000.0,2007-11-11 19:50:00,1.0
65703,JPY,Overnight Call Rate,100.0,0.005,0.005,2007-11-12 23:30:00,0.0
65699,JPY,Prelim GDP Price Index y/y,40.32,-0.003,-0.003,2007-11-12 19:50:00,0.0
65698,JPY,Prelim GDP q/q,64.81,0.005,-0.003,2007-11-12 19:50:00,0.0
65666,JPY,Tertiary Industry Activity m/m,80.68,-0.01,0.012,2007-11-14 19:50:00,0.0
65603,JPY,Trade Balance,97.23,1060000000000.0,1050000000000.0,2007-11-20 19:50:00,0.0
65602,JPY,All Industries Activity m/m,83.72,-0.013999999999999999,0.01,2007-11-20 19:50:00,0.0
65575,EUR,Belgian NBB Business Climate,84.22,-1.0,-0.1,2007-11-22 10:00:00,0.0
65557,JPY,SPPI y/y,66.67,0.013999999999999999,0.013000000000000001,2007-11-26 19:50:00,0.0
65553,JPY,Retail Sales y/y,49.28,0.006,0.005,2007-11-27 19:50:00,0.0
65541,JPY,Prelim Industrial Production m/m,64.98,0.013999999999999999,-0.013999999999999999,2007-11-28 19:50:00,-1.0
65524,JPY,Unemployment Rate,33.33,0.04,0.04,2007-11-29 19:30:00,0.0
65523,JPY,National Core CPI y/y,39.66,0.0,-0.001,2007-11-29 19:30:00,0.0
65522,JPY,Household Spending y/y,77.53,0.005,0.032,2007-11-29 19:30:00,0.0
65521,JPY,Tokyo Core CPI y/y,44.0,0.001,0.0,2007-11-29 19:30:00,0.0
65520,JPY,Final Manufacturing PMI,72.2,,49.5,2007-11-29 19:15:00,0.0
65483,JPY,Average Cash Earnings y/y,68.09,0.0,-0.006,2007-12-02 21:30:00,0.0
65479,JPY,Capital Spending q/y,48.46,-0.025,-0.049,2007-12-02 19:50:00,0.0
65476,JPY,10-y Bond Auction,40.96,,2.38,2007-12-03 23:45:00,0.0
65472,JPY,Monetary Base y/y,29.23,0.006999999999999999,0.005,2007-12-03 19:50:00,0.0
65421,JPY,Final GDP Price Index y/y,42.19,-0.003,-0.003,2007-12-06 19:50:00,-1.0
65420,JPY,Final GDP q/q,83.64,0.006,0.006,2007-12-06 19:50:00,-1.0
65383,JPY,M2 Money Stock y/y,32.43,0.019,0.019,2007-12-09 19:50:00,0.0
65382,JPY,Bank Lending y/y,48.21,,0.006999999999999999,2007-12-09 19:50:00,0.0
65381,JPY,Core Machinery Orders m/m,30.05,0.061,-0.076,2007-12-09 19:50:00,0.0
65363,JPY,PPI y/y,66.46,0.021,0.02,2007-12-11 19:50:00,1.0
65362,JPY,Current Account,90.42,2280000000000.0,2240000000000.0,2007-12-11 19:50:00,1.0
65325,JPY,Tankan Non-Manufacturing Index,91.07,18.0,20.0,2007-12-13 19:50:00,0.0
65324,JPY,Tankan Manufacturing Index,97.59,21.0,23.0,2007-12-13 19:50:00,0.0
65288,JPY,Tertiary Industry Activity m/m,46.59,0.012,-0.018000000000000002,2007-12-16 19:50:00,0.0
65273,JPY,All Industries Activity m/m,20.93,0.01,-0.017,2007-12-18 19:50:00,0.0
65256,JPY,Overnight Call Rate,100.0,0.005,0.005,2007-12-19 23:51:00,0.0
65254,JPY,Trade Balance,96.89,960000000000.0,1040000000000.0,2007-12-19 19:50:00,0.0
65233,EUR,Belgian NBB Business Climate,88.24,0.7,1.4,2007-12-20 10:00:00,0.0
65202,JPY,SPPI y/y,68.06,0.013999999999999999,0.013999999999999999,2007-12-24 19:50:00,0.0
65201,JPY,BSI Manufacturing Index,90.43,5.4,7.7,2007-12-24 19:50:00,0.0
65180,JPY,Average Cash Earnings y/y,73.4,-0.003,-0.001,2007-12-27 21:30:00,0.0
65179,JPY,Retail Sales y/y,50.72,0.009000000000000001,0.008,2007-12-27 19:50:00,0.0
65178,JPY,Prelim Industrial Production m/m,79.26,-0.016,0.017,2007-12-27 19:50:00,0.0
65177,JPY,Unemployment Rate,33.33,0.04,0.04,2007-12-27 19:30:00,0.0
65176,JPY,National Core CPI y/y,43.1,0.003,0.001,2007-12-27 19:30:00,0.0
65175,JPY,Household Spending y/y,62.92,0.004,0.006,2007-12-27 19:30:00,0.0
65174,JPY,Tokyo Core CPI y/y,46.0,0.003,0.001,2007-12-27 19:30:00,0.0
65173,JPY,Final Manufacturing PMI,77.22,,50.8,2007-12-27 19:15:00,0.0
65086,JPY,Monetary Base y/y,29.87,0.006999999999999999,0.01,2008-01-06 19:50:00,0.0
65073,JPY,10-y Bond Auction,39.42,,2.34,2008-01-08 23:45:00,0.0
65048,JPY,M2 Money Stock y/y,35.14,0.02,0.02,2008-01-10 19:50:00,0.0
65047,JPY,Bank Lending y/y,46.43,,0.006,2008-01-10 19:50:00,0.0
65004,JPY,PPI y/y,68.35,0.023,0.023,2008-01-15 19:50:00,0.0
65003,JPY,Current Account,100.0,1870000000000.0,2560000000000.0,2008-01-15 19:50:00,0.0
65002,JPY,Core Machinery Orders m/m,81.31,-0.043,0.127,2008-01-15 19:50:00,0.0
64965,JPY,30-y Bond Auction,68.13,,3.145,2008-01-17 23:45:00,1.0
64962,JPY,Tertiary Industry Activity m/m,80.68,-0.004,0.012,2008-01-17 19:50:00,0.0
64934,JPY,Overnight Call Rate,100.0,0.005,0.005,2008-01-21 23:19:00,1.0
64897,JPY,Trade Balance,89.62,700000000000.0,830000000000.0,2008-01-23 19:50:00,0.0
64896,JPY,All Industries Activity m/m,88.37,-0.004,0.012,2008-01-23 19:50:00,0.0
64879,JPY,National Core CPI y/y,48.28,0.006,0.004,2008-01-24 19:30:00,-1.0
64878,JPY,Tokyo Core CPI y/y,50.0,0.003,0.003,2008-01-24 19:30:00,-1.0
64869,EUR,Belgian NBB Business Climate,79.41,-2.5,-1.9,2008-01-24 10:00:00,0.0
64856,JPY,SPPI y/y,68.06,0.013999999999999999,0.013999999999999999,2008-01-27 19:50:00,1.0
64851,JPY,Retail Sales y/y,54.59,0.0,0.016,2008-01-28 19:50:00,0.0
64850,JPY,Unemployment Rate,27.78,0.039,0.038,2008-01-28 19:30:00,0.0
64849,JPY,Household Spending y/y,56.18,-0.002,-0.006,2008-01-28 19:30:00,0.0
64845,JPY,Prelim Industrial Production m/m,64.06,0.02,-0.016,2008-01-29 19:50:00,0.0
64835,JPY,Average Cash Earnings y/y,75.53,-0.001,0.001,2008-01-30 21:30:00,0.0
64832,JPY,Final Manufacturing PMI,83.01,,52.3,2008-01-30 19:15:00,0.0
