,symbol,title,actual,forecast,previous,datetime,symbol_pair,preceding_price
22333,JPY,Tankan Non-Manufacturing Index,91.07,24.0,20.0,2014-03-31 19:50:00,NZDJPY,0.0
22317,NZD,ANZ Commodity Prices m/m,41.5,,0.009000000000000001,2014-04-01 20:00:00,NZDJPY,0.0
22316,JPY,Monetary Base y/y,100.0,0.602,0.557,2014-04-01 19:50:00,NZDJPY,0.0
22239,JPY,Current Account,5.69,-40000000000.0,-590000000000.0,2014-04-07 19:50:00,NZDJPY,0.0
22237,NZD,NZIER Business Confidence,100.0,,52.0,2014-04-07 18:00:00,NZDJPY,0.0
22207,JPY,Bank Lending y/y,75.0,,0.022000000000000002,2014-04-09 19:50:00,NZDJPY,0.0
22206,JPY,Core Machinery Orders m/m,83.08,-0.032,0.134,2014-04-09 19:50:00,NZDJPY,0.0
22203,NZD,Business NZ Manufacturing Index,87.65,,56.5,2014-04-09 18:30:00,NZDJPY,0.0
22195,JPY,30-y Bond Auction,61.45,,2.9699999999999998,2014-04-10 23:45:00,NZDJPY,0.0
22192,JPY,PPI y/y,65.19,0.018000000000000002,0.018000000000000002,2014-04-10 19:50:00,NZDJPY,0.0
22191,JPY,M2 Money Stock y/y,89.19,0.039,0.04,2014-04-10 19:50:00,NZDJPY,0.0
22189,NZD,FPI m/m,11.63,,-0.01,2014-04-10 18:45:00,NZDJPY,0.0
22188,NZD,REINZ HPI m/m,50.54,,0.021,2014-04-10 17:00:00,NZDJPY,0.0
22141,NZD,CPI q/q,21.43,0.005,0.001,2014-04-15 18:45:00,NZDJPY,0.0
22138,NZD,GDT Price Index,13.32,,-0.08900000000000001,2014-04-15 10:55:00,NZDJPY,0.0
22090,JPY,Tertiary Industry Activity m/m,85.23,0.002,0.016,2014-04-17 19:50:00,NZDJPY,0.0
22076,JPY,Trade Balance,20.07,-1270000000000.0,-1180000000000.0,2014-04-20 19:50:00,NZDJPY,-2.0
22066,NZD,Credit Card Spending y/y,71.05,,0.06,2014-04-22 23:00:00,NZDJPY,0.0
22062,NZD,Visitor Arrivals m/m,45.64,,0.018000000000000002,2014-04-22 18:45:00,NZDJPY,0.0
22056,JPY,SPPI y/y,58.33,0.008,0.006999999999999999,2014-04-23 19:50:00,NZDJPY,0.0
22052,NZD,Official Cash Rate,15.38,0.03,0.0275,2014-04-23 17:00:00,NZDJPY,0.0
22037,JPY,National Core CPI y/y,63.79,0.013999999999999999,0.013000000000000001,2014-04-24 19:30:00,NZDJPY,0.0
22036,JPY,Tokyo Core CPI y/y,64.0,0.027999999999999997,0.01,2014-04-24 19:30:00,NZDJPY,0.0
22015,JPY,Retail Sales y/y,64.25,0.109,0.036000000000000004,2014-04-27 19:50:00,NZDJPY,-2.0
22013,NZD,Trade Balance,60.93,919000000.0,793000000.0,2014-04-28 18:45:00,NZDJPY,0.0
22008,JPY,Average Cash Earnings y/y,73.4,0.002,-0.001,2014-04-29 21:30:00,NZDJPY,0.0
22006,NZD,ANZ Business Confidence,97.28,,67.3,2014-04-29 21:00:00,NZDJPY,0.0
22005,JPY,Prelim Industrial Production m/m,60.83,0.006,-0.023,2014-04-29 19:50:00,NZDJPY,0.0
22004,JPY,Final Manufacturing PMI,89.19,,53.9,2014-04-29 19:15:00,NZDJPY,0.0
22002,NZD,Building Consents m/m,31.66,,-0.016,2014-04-29 18:45:00,NZDJPY,0.0
21955,NZD,ANZ Commodity Prices m/m,36.5,,-0.001,2014-05-01 21:00:00,NZDJPY,0.0
21952,JPY,Monetary Base y/y,98.85,0.5529999999999999,0.5479999999999999,2014-05-01 19:50:00,NZDJPY,0.0
21951,JPY,Unemployment Rate,18.6,0.036000000000000004,0.036000000000000004,2014-05-01 19:30:00,NZDJPY,0.0
21950,JPY,Household Spending y/y,45.51,0.017,-0.025,2014-05-01 19:30:00,NZDJPY,0.0
21891,NZD,Unemployment Rate,74.42,0.057999999999999996,0.06,2014-05-06 18:45:00,NZDJPY,0.0
21889,NZD,Labor Cost Index q/q,37.5,0.005,0.006,2014-05-06 18:45:00,NZDJPY,0.0
21888,NZD,Employment Change q/q,62.16,0.006,0.01,2014-05-06 18:45:00,NZDJPY,0.0
21887,NZD,GDT Price Index,29.77,,-0.026000000000000002,2014-05-06 10:44:00,NZDJPY,0.0
21869,JPY,10-y Bond Auction,53.85,,2.715,2014-05-07 23:45:00,NZDJPY,0.0
21817,NZD,REINZ HPI m/m,64.52,,0.034,2014-05-11 23:00:00,NZDJPY,0.0
21815,JPY,Bank Lending y/y,73.21,,0.021,2014-05-11 19:50:00,NZDJPY,-2.0
21814,JPY,Current Account,22.16,-540000000000.00006,-40000000000.0,2014-05-11 19:50:00,NZDJPY,-2.0
21813,JPY,30-y Bond Auction,35.88,,2.3,2014-05-12 23:45:00,NZDJPY,0.0
21810,JPY,M2 Money Stock y/y,78.38,0.034,0.036000000000000004,2014-05-12 19:50:00,NZDJPY,0.0
21808,NZD,FPI m/m,27.91,,-0.003,2014-05-12 18:45:00,NZDJPY,0.0
21801,JPY,PPI y/y,64.56,0.040999999999999995,0.017,2014-05-13 19:50:00,NZDJPY,0.0
21800,NZD,Core Retail Sales q/q,48.0,0.009000000000000001,0.01,2014-05-13 18:45:00,NZDJPY,0.0
21799,NZD,Retail Sales q/q,62.12,0.009000000000000001,0.013999999999999999,2014-05-13 18:45:00,NZDJPY,0.0
21780,JPY,Prelim GDP Price Index y/y,40.32,-0.001,-0.003,2014-05-14 19:50:00,NZDJPY,0.0
21779,JPY,Tertiary Industry Activity m/m,56.82,0.025,-0.009000000000000001,2014-05-14 19:50:00,NZDJPY,0.0
21778,JPY,Prelim GDP q/q,74.07,0.01,0.002,2014-05-14 19:50:00,NZDJPY,0.0
21777,NZD,Business NZ Manufacturing Index,93.83,,58.0,2014-05-14 18:30:00,NZDJPY,0.0
21727,JPY,Core Machinery Orders m/m,27.02,0.061,-0.08800000000000001,2014-05-18 19:50:00,NZDJPY,-2.0
21725,NZD,PPI Output q/q,20.41,0.004,-0.004,2014-05-18 18:45:00,NZDJPY,-2.0
21724,NZD,PPI Input q/q,22.22,0.005,-0.006999999999999999,2014-05-18 18:45:00,NZDJPY,-2.0
21717,NZD,Credit Card Spending y/y,81.58,,0.076,2014-05-20 23:02:00,NZDJPY,0.0
21713,JPY,Trade Balance,4.5,-600000000000.0,-1630000000000.0,2014-05-20 19:50:00,NZDJPY,0.0
21712,NZD,Visitor Arrivals m/m,29.19,,-0.031,2014-05-20 18:45:00,NZDJPY,0.0
21708,NZD,GDT Price Index,33.68,,-0.011000000000000001,2014-05-20 10:51:00,NZDJPY,0.0
21698,JPY,Flash Manufacturing PMI,20.73,,49.4,2014-05-21 21:35:00,NZDJPY,0.0
21697,NZD,Inflation Expectations q/q,50.0,,0.023,2014-05-21 23:00:00,NZDJPY,0.0
21650,NZD,Trade Balance,60.93,636000000.0,935000000.0,2014-05-25 18:45:00,NZDJPY,-2.0
21646,JPY,SPPI y/y,58.33,0.033,0.006999999999999999,2014-05-26 19:50:00,NZDJPY,0.0
21641,NZD,ANZ Business Confidence,95.34,,64.8,2014-05-27 21:00:00,NZDJPY,0.0
21623,JPY,Retail Sales y/y,100.0,-0.032,0.11,2014-05-28 19:50:00,NZDJPY,0.0
21611,JPY,Prelim Industrial Production m/m,74.65,-0.019,0.006999999999999999,2014-05-29 19:50:00,NZDJPY,0.0
21610,JPY,Unemployment Rate,18.6,0.036000000000000004,0.036000000000000004,2014-05-29 19:30:00,NZDJPY,0.0
21609,JPY,Tokyo Core CPI y/y,98.0,0.028999999999999998,0.027000000000000003,2014-05-29 19:30:00,NZDJPY,0.0
21608,JPY,National Core CPI y/y,63.79,0.031,0.013000000000000001,2014-05-29 19:30:00,NZDJPY,0.0
21607,JPY,Household Spending y/y,100.0,-0.034,0.07200000000000001,2014-05-29 19:30:00,NZDJPY,0.0
21606,NZD,Building Consents m/m,40.39,,0.092,2014-05-29 18:45:00,NZDJPY,0.0
21575,JPY,Final Manufacturing PMI,73.75,49.9,49.9,2014-06-01 21:35:00,NZDJPY,-2.0
21569,JPY,Capital Spending q/y,69.6,0.057,0.04,2014-06-01 19:50:00,NZDJPY,-2.0
21566,JPY,10-y Bond Auction,28.27,,2.05,2014-06-02 23:45:00,NZDJPY,0.0
21565,JPY,Average Cash Earnings y/y,81.91,0.006,0.006999999999999999,2014-06-02 21:30:00,NZDJPY,0.0
21561,JPY,Monetary Base y/y,90.77,0.512,0.485,2014-06-02 19:50:00,NZDJPY,0.0
21560,NZD,Overseas Trade Index q/q,70.41,0.019,0.025,2014-06-02 18:45:00,NZDJPY,0.0
21539,NZD,ANZ Commodity Prices m/m,18.5,,-0.037000000000000005,2014-06-03 21:00:00,NZDJPY,0.0
21535,NZD,GDT Price Index,31.85,,-0.018000000000000002,2014-06-03 10:39:00,NZDJPY,0.0
21522,JPY,30-y Bond Auction,68.51,,3.155,2014-06-04 23:45:00,NZDJPY,0.0
21463,JPY,Final GDP Price Index y/y,46.88,0.0,0.0,2014-06-08 19:50:00,NZDJPY,-2.0
21462,JPY,Bank Lending y/y,73.21,,0.021,2014-06-08 19:50:00,NZDJPY,-2.0
21461,JPY,Final GDP q/q,100.0,0.013999999999999999,0.015,2014-06-08 19:50:00,NZDJPY,-2.0
21460,JPY,Current Account,0.0,230000000000.0,-780000000000.0,2014-06-08 19:50:00,NZDJPY,-2.0
21452,JPY,M2 Money Stock y/y,75.68,0.032,0.035,2014-06-09 19:50:00,NZDJPY,0.0
21451,JPY,Tertiary Industry Activity m/m,94.32,-0.033,0.024,2014-06-09 19:50:00,NZDJPY,0.0
21449,NZD,Manufacturing Sales q/q,82.84,,0.06,2014-06-09 18:45:00,NZDJPY,0.0
21440,JPY,PPI y/y,80.38,0.040999999999999995,0.042,2014-06-10 19:50:00,NZDJPY,0.0
21439,JPY,BSI Manufacturing Index,96.32,14.1,12.5,2014-06-10 19:50:00,NZDJPY,0.0
21423,JPY,Core Machinery Orders m/m,97.47,-0.115,0.191,2014-06-11 19:50:00,NZDJPY,0.0
21418,NZD,Official Cash Rate,19.23,0.0325,0.03,2014-06-11 17:00:00,NZDJPY,0.0
21409,NZD,FPI m/m,48.84,,0.006,2014-06-12 18:45:00,NZDJPY,0.0
21407,NZD,Business NZ Manufacturing Index,79.01,,54.4,2014-06-12 18:30:00,NZDJPY,0.0
21367,NZD,REINZ HPI m/m,29.03,,0.001,2014-06-15 18:50:00,NZDJPY,-2.0
21366,NZD,Westpac Consumer Sentiment,100.0,,121.7,2014-06-15 17:49:00,NZDJPY,-2.0
21351,JPY,Trade Balance,30.45,-1010000000000.0,-880000000000.0,2014-06-17 19:50:00,NZDJPY,0.0
21348,NZD,Current Account,23.31,1420000000.0,-1510000000.0,2014-06-17 18:45:00,NZDJPY,0.0
21347,NZD,GDT Price Index,25.59,,-0.042,2014-06-17 11:05:00,NZDJPY,0.0
21330,NZD,GDP q/q,76.92,0.012,0.01,2014-06-18 18:45:00,NZDJPY,0.0
21293,NZD,Credit Card Spending y/y,52.63,,0.032,2014-06-22 23:00:00,NZDJPY,0.0
21291,JPY,Flash Manufacturing PMI,26.83,,49.9,2014-06-22 21:35:00,NZDJPY,-2.0
21290,NZD,Visitor Arrivals m/m,45.3,,0.017,2014-06-22 18:45:00,NZDJPY,-2.0
21277,JPY,SPPI y/y,95.83,0.032,0.034,2014-06-24 19:50:00,NZDJPY,0.0
21253,JPY,Retail Sales y/y,26.09,-0.019,-0.043,2014-06-26 19:50:00,NZDJPY,0.0
21252,JPY,Unemployment Rate,18.6,0.036000000000000004,0.036000000000000004,2014-06-26 19:30:00,NZDJPY,0.0
21251,JPY,National Core CPI y/y,96.55,0.034,0.032,2014-06-26 19:30:00,NZDJPY,0.0
21250,JPY,Tokyo Core CPI y/y,100.0,0.027999999999999997,0.027999999999999997,2014-06-26 19:30:00,NZDJPY,0.0
21249,JPY,Household Spending y/y,33.71,-0.019,-0.046,2014-06-26 19:30:00,NZDJPY,0.0
21247,NZD,Trade Balance,60.92,250000000.0,498000000.0,2014-06-26 18:45:00,NZDJPY,0.0
21221,NZD,ANZ Business Confidence,86.56,,53.5,2014-06-29 21:00:00,NZDJPY,-2.0
21218,JPY,Prelim Industrial Production m/m,58.53,0.009000000000000001,-0.027999999999999997,2014-06-29 19:50:00,NZDJPY,-2.0
21217,NZD,Building Consents m/m,34.49,,0.019,2014-06-29 18:45:00,NZDJPY,-2.0
21215,JPY,Final Manufacturing PMI,78.38,51.2,51.1,2014-06-30 21:35:00,NZDJPY,0.0
21214,JPY,Average Cash Earnings y/y,81.91,0.008,0.006999999999999999,2014-06-30 21:30:00,NZDJPY,0.0
21212,JPY,Tankan Non-Manufacturing Index,98.21,19.0,24.0,2014-06-30 19:50:00,NZDJPY,0.0
21211,JPY,Tankan Manufacturing Index,90.36,16.0,17.0,2014-06-30 19:50:00,NZDJPY,0.0
21195,NZD,ANZ Commodity Prices m/m,26.0,,-0.022000000000000002,2014-07-01 21:00:00,NZDJPY,0.0
21194,JPY,Monetary Base y/y,87.05,0.483,0.456,2014-07-01 19:50:00,NZDJPY,0.0
21192,NZD,GDT Price Index,38.9,,0.009000000000000001,2014-07-01 10:44:00,NZDJPY,0.0
21170,JPY,10-y Bond Auction,32.31,,2.1550000000000002,2014-07-02 23:45:00,NZDJPY,0.0
21124,JPY,Bank Lending y/y,75.0,,0.022000000000000002,2014-07-07 19:50:00,NZDJPY,0.0
21123,JPY,Current Account,27.25,170000000000.0,130000000000.0,2014-07-07 19:50:00,NZDJPY,0.0
21121,NZD,NZIER Business Confidence,100.0,,52.0,2014-07-07 18:00:00,NZDJPY,0.0
21109,JPY,M2 Money Stock y/y,70.27,0.031,0.033,2014-07-08 19:50:00,NZDJPY,0.0
21093,JPY,30-y Bond Auction,37.98,,2.355,2014-07-09 23:45:00,NZDJPY,0.0
21088,JPY,PPI y/y,81.65,0.045,0.044000000000000004,2014-07-09 19:50:00,NZDJPY,0.0
21087,JPY,Tertiary Industry Activity m/m,2.27,0.019,-0.057,2014-07-09 19:50:00,NZDJPY,0.0
21086,JPY,Core Machinery Orders m/m,26.26,0.009000000000000001,-0.091,2014-07-09 19:50:00,NZDJPY,0.0
21084,NZD,Business NZ Manufacturing Index,71.6,,52.6,2014-07-09 18:30:00,NZDJPY,0.0
21074,NZD,FPI m/m,48.84,,0.006,2014-07-10 18:45:00,NZDJPY,0.0
21053,NZD,REINZ HPI m/m,15.05,,-0.012,2014-07-13 17:15:00,NZDJPY,-2.0
21034,NZD,CPI q/q,28.57,0.004,0.003,2014-07-15 18:45:00,NZDJPY,0.0
21033,NZD,GDT Price Index,23.76,,-0.049,2014-07-15 10:50:00,NZDJPY,0.0
20970,NZD,Credit Card Spending y/y,81.58,,0.076,2014-07-20 23:00:00,NZDJPY,0.0
20967,NZD,Visitor Arrivals m/m,40.6,,0.003,2014-07-20 18:45:00,NZDJPY,-2.0
20948,JPY,Flash Manufacturing PMI,46.34,51.9,51.5,2014-07-23 21:35:00,NZDJPY,1.0
20947,JPY,Trade Balance,31.14,-1110000000000.0,-860000000000.0,2014-07-23 19:57:00,NZDJPY,0.0
20946,NZD,Trade Balance,60.91,155000000.0,270000000.0,2014-07-23 18:45:00,NZDJPY,0.0
20944,NZD,Official Cash Rate,23.08,0.035,0.0325,2014-07-23 17:00:00,NZDJPY,0.0
20934,NZD,ANZ Business Confidence,78.24,,42.8,2014-07-24 21:00:00,NZDJPY,0.0
20933,JPY,SPPI y/y,98.61,0.036000000000000004,0.036000000000000004,2014-07-24 19:50:00,NZDJPY,0.0
20932,JPY,National Core CPI y/y,100.0,0.033,0.034,2014-07-24 19:30:00,NZDJPY,0.0
20931,JPY,Tokyo Core CPI y/y,100.0,0.027000000000000003,0.027999999999999997,2014-07-24 19:30:00,NZDJPY,0.0
20907,JPY,Retail Sales y/y,44.93,-0.004,-0.004,2014-07-28 19:50:00,NZDJPY,0.0
20906,JPY,Unemployment Rate,16.28,0.035,0.035,2014-07-28 19:30:00,NZDJPY,0.0
20905,JPY,Household Spending y/y,14.61,-0.037000000000000005,-0.08,2014-07-28 19:30:00,NZDJPY,0.0
20902,JPY,Prelim Industrial Production m/m,74.65,-0.01,0.006999999999999999,2014-07-29 19:50:00,NZDJPY,0.0
20901,NZD,Building Consents m/m,29.4,,-0.044000000000000004,2014-07-29 18:45:00,NZDJPY,0.0
20893,JPY,Average Cash Earnings y/y,80.85,0.006999999999999999,0.006,2014-07-30 21:30:00,NZDJPY,0.0
20872,JPY,Final Manufacturing PMI,77.22,50.8,50.8,2014-07-31 21:35:00,NZDJPY,0.0
20827,NZD,ANZ Commodity Prices m/m,32.5,,-0.009000000000000001,2014-08-03 21:00:00,NZDJPY,-2.0
20825,JPY,Monetary Base y/y,83.21,0.41200000000000003,0.426,2014-08-03 19:50:00,NZDJPY,-2.0
20822,JPY,10-y Bond Auction,25.58,,1.98,2014-08-04 23:45:00,NZDJPY,0.0
20811,NZD,Labor Cost Index q/q,0.0,0.005,0.003,2014-08-05 18:45:00,NZDJPY,0.0
20810,NZD,Unemployment Rate,72.09,0.057999999999999996,0.059000000000000004,2014-08-05 18:45:00,NZDJPY,0.0
20809,NZD,Employment Change q/q,59.46,0.006999999999999999,0.009000000000000001,2014-08-05 18:45:00,NZDJPY,0.0
20808,NZD,GDT Price Index,13.32,,-0.08900000000000001,2014-08-05 10:26:00,NZDJPY,0.0
20774,JPY,Bank Lending y/y,76.79,,0.023,2014-08-07 19:50:00,NZDJPY,0.0
20773,JPY,Current Account,34.73,110000000000.0,380000000000.0,2014-08-07 19:50:00,NZDJPY,0.0
20742,JPY,M2 Money Stock y/y,62.16,0.03,0.03,2014-08-10 19:50:00,NZDJPY,-2.0
20741,JPY,Tertiary Industry Activity m/m,77.27,0.002,0.009000000000000001,2014-08-10 19:50:00,NZDJPY,-2.0
20740,NZD,REINZ HPI m/m,24.73,,-0.003,2014-08-11 22:30:00,NZDJPY,0.0
20738,JPY,30-y Bond Auction,39.69,,2.4,2014-08-11 23:45:00,NZDJPY,0.0
20736,JPY,PPI y/y,82.91,0.044000000000000004,0.046,2014-08-11 19:50:00,NZDJPY,0.0
20723,JPY,Prelim GDP Price Index y/y,43.55,0.017,-0.001,2014-08-12 19:50:00,NZDJPY,0.0
20721,JPY,Prelim GDP q/q,100.0,-0.017,0.016,2014-08-12 19:50:00,NZDJPY,0.0
20713,JPY,Core Machinery Orders m/m,0.0,0.155,-0.195,2014-08-13 19:50:00,NZDJPY,0.0
20711,NZD,Core Retail Sales q/q,48.0,0.011000000000000001,0.01,2014-08-13 18:45:00,NZDJPY,0.0
20710,NZD,Retail Sales q/q,53.03,0.01,0.008,2014-08-13 18:45:00,NZDJPY,0.0
20709,NZD,Business NZ Manufacturing Index,74.9,,53.4,2014-08-13 18:30:00,NZDJPY,0.0
20658,NZD,Inflation Expectations q/q,57.14,,0.024,2014-08-18 23:00:00,NZDJPY,0.0
20656,NZD,PPI Output q/q,46.94,0.008,0.009000000000000001,2014-08-18 18:45:00,NZDJPY,0.0
20655,NZD,PPI Input q/q,43.21,0.006999999999999999,0.01,2014-08-18 18:45:00,NZDJPY,0.0
20650,JPY,Trade Balance,23.88,-770000000000.0,-1070000000000.0001,2014-08-19 19:50:00,NZDJPY,0.0
20648,NZD,GDT Price Index,14.62,,-0.084,2014-08-19 10:37:00,NZDJPY,0.0
20636,NZD,Credit Card Spending y/y,71.05,,0.06,2014-08-20 23:00:00,NZDJPY,0.0
20634,JPY,Flash Manufacturing PMI,34.15,51.7,50.5,2014-08-20 21:35:00,NZDJPY,0.0
20632,NZD,Visitor Arrivals m/m,38.59,,-0.003,2014-08-20 18:50:00,NZDJPY,0.0
20595,JPY,SPPI y/y,100.0,0.037000000000000005,0.037000000000000005,2014-08-25 19:50:00,NZDJPY,0.0
20594,NZD,Trade Balance,60.91,-475000000.0,242000000.0,2014-08-25 18:45:00,NZDJPY,0.0
20587,NZD,FPI m/m,67.44,,0.013999999999999999,2014-08-26 18:45:00,NZDJPY,0.0
20571,NZD,ANZ Business Confidence,75.84,,39.7,2014-08-28 21:00:00,NZDJPY,0.0
20570,JPY,Retail Sales y/y,43.96,-0.001,-0.006,2014-08-28 19:50:00,NZDJPY,0.0
20569,JPY,Prelim Industrial Production m/m,55.76,0.012,-0.034,2014-08-28 19:50:00,NZDJPY,0.0
20568,JPY,Unemployment Rate,20.93,0.037000000000000005,0.037000000000000005,2014-08-28 19:30:00,NZDJPY,0.0
20567,JPY,National Core CPI y/y,98.28,0.033,0.033,2014-08-28 19:30:00,NZDJPY,0.0
20566,JPY,Tokyo Core CPI y/y,100.0,0.027000000000000003,0.027999999999999997,2014-08-28 19:30:00,NZDJPY,0.0
20565,JPY,Household Spending y/y,42.7,-0.027000000000000003,-0.03,2014-08-28 19:30:00,NZDJPY,0.0
20563,NZD,Building Consents m/m,35.78,,0.035,2014-08-28 18:45:00,NZDJPY,0.0
20527,JPY,Final Manufacturing PMI,83.4,52.4,52.4,2014-08-31 21:35:00,NZDJPY,-2.0
20523,JPY,Capital Spending q/y,77.67,0.038,0.07400000000000001,2014-08-31 19:50:00,NZDJPY,-2.0
20521,NZD,Overseas Trade Index q/q,66.27,-0.035,0.018000000000000002,2014-08-31 18:45:00,NZDJPY,-2.0
20520,JPY,Average Cash Earnings y/y,85.11,0.009000000000000001,0.01,2014-09-01 21:35:00,NZDJPY,0.0
20519,JPY,10-y Bond Auction,42.12,,2.41,2014-09-01 23:45:00,NZDJPY,0.0
20516,NZD,ANZ Commodity Prices m/m,25.0,,-0.024,2014-09-01 21:00:00,NZDJPY,0.0
20515,JPY,Monetary Base y/y,83.33,0.43700000000000006,0.42700000000000005,2014-09-01 19:50:00,NZDJPY,0.0
20494,NZD,GDT Price Index,34.99,,-0.006,2014-09-02 10:01:00,NZDJPY,0.0
20427,NZD,Manufacturing Sales q/q,38.06,,0.0,2014-09-07 18:45:00,NZDJPY,-2.0
20423,JPY,Final GDP Price Index y/y,78.12,0.02,0.02,2014-09-07 19:55:00,NZDJPY,-2.0
20422,JPY,Bank Lending y/y,75.0,,0.022000000000000002,2014-09-07 19:50:00,NZDJPY,-2.0
20421,JPY,Final GDP q/q,41.82,-0.018000000000000002,-0.017,2014-09-07 19:50:00,NZDJPY,-2.0
20420,JPY,Current Account,27.25,180000000000.0,130000000000.0,2014-09-07 19:50:00,NZDJPY,-2.0
20419,JPY,30-y Bond Auction,58.4,,2.8899999999999997,2014-09-08 23:45:00,NZDJPY,0.0
20416,JPY,Tertiary Industry Activity m/m,67.05,0.003,0.0,2014-09-08 19:50:00,NZDJPY,0.0
20415,JPY,M2 Money Stock y/y,62.16,0.028999999999999998,0.03,2014-09-08 19:50:00,NZDJPY,0.0
20401,JPY,PPI y/y,81.01,0.040999999999999995,0.043,2014-09-09 19:50:00,NZDJPY,0.0
20400,JPY,Core Machinery Orders m/m,71.46,0.040999999999999995,0.08800000000000001,2014-09-09 19:50:00,NZDJPY,0.0
20379,JPY,BSI Manufacturing Index,63.93,-10.3,-13.9,2014-09-10 19:50:00,NZDJPY,0.0
20374,NZD,Official Cash Rate,26.92,0.035,0.035,2014-09-10 17:00:00,NZDJPY,0.0
20364,NZD,REINZ HPI m/m,20.43,,-0.006999999999999999,2014-09-11 19:15:00,NZDJPY,0.0
20361,NZD,FPI m/m,18.6,,-0.006999999999999999,2014-09-11 18:45:00,NZDJPY,0.0
20360,NZD,Business NZ Manufacturing Index,75.31,,53.5,2014-09-11 18:30:00,NZDJPY,0.0
20318,NZD,Current Account,23.4,-1040000000.0,1470000000.0,2014-09-16 18:45:00,NZDJPY,0.0
20315,NZD,GDT Price Index,20.89,,-0.06,2014-09-16 10:25:00,NZDJPY,0.0
20301,JPY,Trade Balance,25.61,-990000000000.0,-1020000000000.0,2014-09-17 19:50:00,NZDJPY,0.0
20300,NZD,GDP q/q,76.92,0.006,0.01,2014-09-17 18:45:00,NZDJPY,0.0
20280,NZD,Credit Card Spending y/y,61.18,,0.045,2014-09-18 23:00:00,NZDJPY,0.0
20279,NZD,Visitor Arrivals m/m,37.58,,-0.006,2014-09-18 18:45:00,NZDJPY,0.0
20253,NZD,Westpac Consumer Sentiment,99.59,,121.2,2014-09-21 17:55:00,NZDJPY,-2.0
20242,NZD,Trade Balance,60.87,-1125000000.0,-724000000.0,2014-09-23 18:45:00,NZDJPY,-2.0
20241,JPY,Flash Manufacturing PMI,54.88,52.5,52.2,2014-09-23 21:35:00,NZDJPY,-2.0
20223,JPY,SPPI y/y,95.83,0.037000000000000005,0.034,2014-09-24 19:50:00,NZDJPY,-2.0
20213,JPY,National Core CPI y/y,98.28,0.032,0.033,2014-09-25 19:30:00,NZDJPY,-2.0
20212,JPY,Tokyo Core CPI y/y,98.0,0.027000000000000003,0.027000000000000003,2014-09-25 19:30:00,NZDJPY,-2.0
20193,JPY,Average Cash Earnings y/y,100.0,0.011000000000000001,0.024,2014-09-29 21:30:00,NZDJPY,-2.0
20191,NZD,ANZ Business Confidence,63.95,,24.4,2014-09-29 20:00:00,NZDJPY,-2.0
20190,JPY,Retail Sales y/y,49.76,0.004,0.006,2014-09-29 19:50:00,NZDJPY,-2.0
20189,JPY,Prelim Industrial Production m/m,73.27,0.002,0.004,2014-09-29 19:50:00,NZDJPY,-2.0
20188,JPY,Unemployment Rate,23.26,0.038,0.038,2014-09-29 19:30:00,NZDJPY,-2.0
20187,JPY,Household Spending y/y,26.4,-0.035,-0.059000000000000004,2014-09-29 19:30:00,NZDJPY,-2.0
20185,NZD,Building Consents m/m,31.58,,-0.017,2014-09-29 17:45:00,NZDJPY,-2.0
20174,JPY,Final Manufacturing PMI,80.69,51.7,51.7,2014-09-30 21:35:00,NZDJPY,-2.0
20169,JPY,Tankan Non-Manufacturing Index,89.29,17.0,19.0,2014-09-30 19:50:00,NZDJPY,-2.0
20168,JPY,Tankan Manufacturing Index,84.34,10.0,12.0,2014-09-30 19:50:00,NZDJPY,-2.0
20144,JPY,10-y Bond Auction,28.65,,2.06,2014-10-01 23:45:00,NZDJPY,0.0
20140,NZD,ANZ Commodity Prices m/m,20.5,,-0.033,2014-10-01 20:00:00,NZDJPY,0.0
20139,JPY,Monetary Base y/y,80.51,0.389,0.405,2014-10-01 19:50:00,NZDJPY,0.0
20136,NZD,GDT Price Index,36.55,,0.0,2014-10-01 10:48:00,NZDJPY,0.0
20077,NZD,NZIER Business Confidence,82.91,,32.0,2014-10-06 17:00:00,NZDJPY,0.0
20070,JPY,Current Account,26.35,190000000000.0,100000000000.0,2014-10-07 19:50:00,NZDJPY,0.0
20048,JPY,Core Machinery Orders m/m,58.08,0.011000000000000001,0.035,2014-10-08 19:50:00,NZDJPY,-1.0
20035,JPY,Bank Lending y/y,75.0,,0.022000000000000002,2014-10-09 19:50:00,NZDJPY,1.0
20034,JPY,Tertiary Industry Activity m/m,63.64,0.002,-0.003,2014-10-09 19:50:00,NZDJPY,1.0
19996,NZD,REINZ HPI m/m,39.78,,0.011000000000000001,2014-10-12 18:52:00,NZDJPY,-2.0
19995,NZD,FPI m/m,41.86,,0.003,2014-10-12 17:45:00,NZDJPY,-2.0
19992,JPY,PPI y/y,78.48,0.036000000000000004,0.039,2014-10-13 19:50:00,NZDJPY,0.0
19991,JPY,M2 Money Stock y/y,62.16,0.028999999999999998,0.03,2014-10-13 19:50:00,NZDJPY,0.0
19984,JPY,30-y Bond Auction,48.85,,2.64,2014-10-14 23:45:00,NZDJPY,0.0
19962,NZD,Business NZ Manufacturing Index,89.71,,57.0,2014-10-15 17:30:00,NZDJPY,0.0
19956,NZD,GDT Price Index,17.49,,-0.073,2014-10-15 11:03:00,NZDJPY,0.0
19914,NZD,Credit Card Spending y/y,59.21,,0.042,2014-10-20 22:00:00,NZDJPY,0.0
